"LrsegId","LandRiverSegment","LandSegmentGeographyId","LandSegment","RiverSegment","FIPS","StateId","CountyId","HgmrId","OutOfCBWS","AboveRIM","TotalAcres","TotalAcresIncludingTidalWetlands"
1035,L42079SU7_1120_1140,6446,L42079,SU7_1120_1140,"42079",6,35,7,0,1,18670.600,18670.926
1036,N42079SU2_1210_1310,6424,N42079,SU2_1210_1310,"42079",6,35,7,0,1,469.920,469.981
1037,H42079SU2_1210_1310,6536,H42079,SU2_1210_1310,"42079",6,35,8,0,1,243.720,243.763
1038,N42079SU2_1200_1310,6424,N42079,SU2_1200_1310,"42079",6,35,7,0,1,51694.766,51694.766
1039,H42079SU2_1200_1310,6536,H42079,SU2_1200_1310,"42079",6,35,8,0,1,9403.340,9403.340
1040,N42079SU3_1500_1420,6424,N42079,SU3_1500_1420,"42079",6,35,7,0,1,8903.268,8903.268
1041,N42079SU1_1480_1500,6424,N42079,SU1_1480_1500,"42079",6,35,7,0,1,36737.973,36737.973
1042,N42079SU2_1550_1620,6424,N42079,SU2_1550_1620,"42079",6,35,7,0,1,7962.084,7962.467
1043,N42079SU2_1290_1500,6424,N42079,SU2_1290_1500,"42079",6,35,7,0,1,60690.067,60690.641
1044,N42081SW3_1080_1350,6413,N42081,SW3_1080_1350,"42081",6,26,8,0,1,89600.984,89600.984
1045,N42081SW3_1040_1220,6413,N42081,SW3_1040_1220,"42081",6,26,8,0,1,78909.234,78909.391
1046,N42081SW4_1110_1150,6413,N42081,SW4_1110_1150,"42081",6,26,8,0,1,15834.322,15834.322
1047,N42081SW2_1190_1410,6413,N42081,SW2_1190_1410,"42081",6,26,7,0,1,85025.141,85025.516
1048,N42081SW6_1230_1440,6413,N42081,SW6_1230_1440,"42081",6,26,8,0,1,5079.631,5079.631
1049,N42081SW1_1160_1260,6413,N42081,SW1_1160_1260,"42081",6,26,8,0,1,23474.461,23475.078
1050,N42081SW3_1220_1320,6413,N42081,SW3_1220_1320,"42081",6,26,8,0,1,63311.129,63311.215
1051,N42081SW4_1150_1350,6413,N42081,SW4_1150_1350,"42081",6,26,8,0,1,82958.956,82959.305
1052,N42081SW2_1000_1110,6413,N42081,SW2_1000_1110,"42081",6,26,8,0,1,1080.443,1080.545
1053,N42081SW3_1060_1260,6413,N42081,SW3_1060_1260,"42081",6,26,8,0,1,41688.453,41688.453
1054,N42081SU3_1280_1590,6413,N42081,SU3_1280_1590,"42081",6,26,7,0,1,5553.326,5553.642
1055,N42081SU1_0940_0900,6413,N42081,SU1_0940_0900,"42081",6,26,8,0,1,381.665,381.665
1056,N42081SU2_0890_0900,6413,N42081,SU2_0890_0900,"42081",6,26,8,0,1,322.883,322.883
1057,N42081SW1_1560_1460,6413,N42081,SW1_1560_1460,"42081",6,26,7,0,1,801.217,801.217
1058,N42081SW3_1580_1440,6413,N42081,SW3_1580_1440,"42081",6,26,7,0,1,234.697,234.697
1059,N42081SW3_1250_1340,6413,N42081,SW3_1250_1340,"42081",6,26,8,0,1,56746.685,56746.957
1060,N42081SW4_1260_1300,6413,N42081,SW4_1260_1300,"42081",6,26,7,0,1,40279.121,40279.684
1061,N42081SW7_1300_1410,6413,N42081,SW7_1300_1410,"42081",6,26,7,0,1,27974.748,27975.170
1062,N42081SW7_1320_1300,6413,N42081,SW7_1320_1300,"42081",6,26,7,0,1,21227.647,21227.738
1063,N42081SW5_1350_1470,6413,N42081,SW5_1350_1470,"42081",6,26,8,0,1,22926.496,22927.102
1064,N42081SW7_1340_1320,6413,N42081,SW7_1340_1320,"42081",6,26,7,0,1,44982.922,44982.922
1065,N42081SW1_1450_1510,6413,N42081,SW1_1450_1510,"42081",6,26,7,0,1,676.650,676.650
1066,N42081SW7_1410_1460,6413,N42081,SW7_1410_1460,"42081",6,26,7,0,1,58288.583,58288.629
1067,N42081SW7_1470_1340,6413,N42081,SW7_1470_1340,"42081",6,26,7,0,1,27536.084,27536.084
1068,N42081SW6_1440_1470,6413,N42081,SW6_1440_1470,"42081",6,26,8,0,1,944.634,944.788
1069,N42081SW7_1460_1640,6413,N42081,SW7_1460_1640,"42081",6,26,7,0,1,210.242,210.242
1070,N42083SW2_1240_1270,6596,N42083,SW2_1240_1270,"42083",6,27,8,0,1,3884.930,3884.930
1071,N42083SW1_1170_1270,6596,N42083,SW1_1170_1270,"42083",6,27,8,0,1,11687.754,11687.929
1072,N42083ZZ0_9999_9999,6596,N42083,ZZ0_9999_9999,"42083",6,27,,1,0,614327.576,614327.688
1073,N42087SJ6_1930_1970,6474,N42087,SJ6_1930_1970,"42087",6,36,7,0,1,39054.148,39054.148
1074,N42087SJ2_1900_1930,6474,N42087,SJ2_1900_1930,"42087",6,36,7,0,1,117665.238,117666.242
1075,N42087SJ5_2210_2320,6474,N42087,SJ5_2210_2320,"42087",6,36,7,0,1,2866.852,2866.852
1076,N42087SJ5_2320_2120,6474,N42087,SJ5_2320_2120,"42087",6,36,7,0,1,7940.640,7940.640
1077,N42087SJ5_2120_1930,6474,N42087,SJ5_2120_1930,"42087",6,36,7,0,1,81138.401,81138.977
1078,N42087SJ2_2110_2170,6474,N42087,SJ2_2110_2170,"42087",6,36,7,0,1,5322.288,5322.288
1079,N42087SL3_1710_1740,6474,N42087,SL3_1710_1740,"42087",6,36,7,0,1,9507.866,9507.952
1080,N42087SL1_1790_1840,6474,N42087,SL1_1790_1840,"42087",6,36,7,0,1,1920.600,1920.651
1081,N42093SW2_1190_1410,6633,N42093,SW2_1190_1410,"42093",6,37,7,0,1,652.382,652.452
1082,N42093SU8_1530_1760,6633,N42093,SU8_1530_1760,"42093",6,37,7,0,1,19995.011,19995.381
1083,N42093SU8_1610_1530,6633,N42093,SU8_1610_1530,"42093",6,37,7,0,1,11695.863,11695.863
1084,N42093SU1_1630_1610,6633,N42093,SU1_1630_1610,"42093",6,37,7,0,1,1599.141,1599.270
1085,N42093SU3_1280_1590,6633,N42093,SU3_1280_1590,"42093",6,37,7,0,1,455.406,455.406
1086,N42093SW7_1460_1640,6633,N42093,SW7_1460_1640,"42093",6,37,10,0,1,3431.846,3432.280
1087,N42093SW1_1450_1510,6633,N42093,SW1_1450_1510,"42093",6,37,7,0,1,21960.654,21960.654
1088,N42093SW1_1510_1680,6633,N42093,SW1_1510_1680,"42093",6,37,7,0,1,24900.051,24900.051
1089,N42097SW1_1510_1680,6519,N42097,SW1_1510_1680,"42097",6,38,7,0,1,8519.843,8520.593
1090,N42097SW7_1640_1680,6519,N42097,SW7_1640_1680,"42097",6,38,10,0,1,3655.009,3655.009
1091,N42097SW7_1680_1760,6519,N42097,SW7_1680_1760,"42097",6,38,7,0,1,5480.373,5480.962
1092,N42097SW1_1450_1510,6519,N42097,SW1_1450_1510,"42097",6,38,7,0,1,5213.010,5213.107
1093,N42097SW7_1410_1460,6519,N42097,SW7_1410_1460,"42097",6,38,7,0,1,16072.437,16072.437
1094,N42097SW7_1460_1640,6519,N42097,SW7_1460_1640,"42097",6,38,10,0,1,30007.789,30008.020
1095,N42097SU1_1630_1610,6519,N42097,SU1_1630_1610,"42097",6,38,7,0,1,4751.438,4751.438
1096,N42097SU8_1610_1530,6519,N42097,SU8_1610_1530,"42097",6,38,7,0,1,8979.654,8979.821
1097,N42097SU8_1530_1760,6519,N42097,SU8_1530_1760,"42097",6,38,7,0,1,29876.822,29876.822
1098,N42097SL8_1780_1880,6519,N42097,SL8_1780_1880,"42097",6,38,7,0,1,15505.143,15505.143
1099,N42097SL2_1670_1880,6519,N42097,SL2_1670_1880,"42097",6,38,7,0,1,52957.391,52957.391
1100,N42097SL8_1760_1780,6519,N42097,SL8_1760_1780,"42097",6,38,7,0,1,1238.454,1238.454
1101,N42097SL1_1730_1700,6519,N42097,SL1_1730_1700,"42097",6,38,7,0,1,30755.824,30756.283
1102,N42097SL1_1700_1780,6519,N42097,SL1_1700_1780,"42097",6,38,7,0,1,52623.791,52624.676
1103,N42097SL8_1880_2030,6519,N42097,SL8_1880_2030,"42097",6,38,7,0,1,16386.840,16386.840
1104,N42097SL2_1810_2030,6519,N42097,SL2_1810_2030,"42097",6,38,7,0,1,23587.376,23588.691
1105,N42099SL8_1880_2030,6410,N42099,SL8_1880_2030,"42099",6,39,7,0,1,453.107,453.107
1106,N42099SL9_2050_2270,6410,N42099,SL9_2050_2270,"42099",6,39,7,0,1,20116.613,20116.613
1107,N42099SL8_2030_2080,6410,N42099,SL8_2030_2080,"42099",6,39,7,0,1,15386.523,15386.740
1108,N42099SL8_2080_2050,6410,N42099,SL8_2080_2050,"42099",6,39,7,0,1,13486.754,13487.238
1109,N42099SL3_2290_2260,6410,N42099,SL3_2290_2260,"42099",6,39,7,0,1,131777.500,131777.500
1110,N42099SL3_2260_2050,6410,N42099,SL3_2260_2050,"42099",6,39,7,0,1,44012.430,44012.430
1111,N42099SL4_2370_2330,6410,N42099,SL4_2370_2330,"42099",6,39,7,0,1,128.149,129.191
1112,N42099SL2_2540_2370,6410,N42099,SL2_2540_2370,"42099",6,39,7,0,1,1092.062,1092.062
1113,N42099SJ6_2130_2050,6410,N42099,SJ6_2130_2050,"42099",6,39,7,0,1,33553.353,33553.914
1114,N42099SJ2_2150_2130,6410,N42099,SJ2_2150_2130,"42099",6,39,7,0,1,46983.257,46984.215
1115,N42099SJ3_2160_2170,6410,N42099,SJ3_2160_2170,"42099",6,39,7,0,1,13563.891,13563.891
1116,N42099SJ6_1970_2130,6410,N42099,SJ6_1970_2130,"42099",6,39,7,0,1,34374.871,34374.871
1117,N42099PU3_2510_3290,6410,N42099,PU3_2510_3290,"42099",6,39,7,0,1,611.363,611.675
1118,N42105ZZ0_9999_9999,6516,N42105,ZZ0_9999_9999,"42105",6,28,,1,0,257584.333,257585.750
1119,N42105SW2_0880_0930,6516,N42105,SW2_0880_0930,"42105",6,28,8,0,1,59915.922,59915.922
1120,N42105SW3_0930_1110,6516,N42105,SW3_0930_1110,"42105",6,28,8,0,1,26285.877,26285.877
1121,N42105SW6_1230_1440,6516,N42105,SW6_1230_1440,"42105",6,28,8,0,1,17304.301,17304.301
1122,N42105SW1_1170_1270,6516,N42105,SW1_1170_1270,"42105",6,28,8,0,1,14903.146,14903.146
1123,N42105SW4_1150_1350,6516,N42105,SW4_1150_1350,"42105",6,28,8,0,1,4410.012,4410.067
1124,N42105SW3_1130_1390,6516,N42105,SW3_1130_1390,"42105",6,28,8,0,1,22262.396,22262.662
1125,N42105SW2_1100_1130,6516,N42105,SW2_1100_1130,"42105",6,28,8,0,1,78996.161,78997.156
1126,N42105SW3_1091_1380,6516,N42105,SW3_1091_1380,"42105",6,28,8,0,1,3476.587,3476.587
1127,N42105SW3_1090_1091,6516,N42105,SW3_1090_1091,"42105",6,28,8,0,1,130269.205,130269.617
1128,N42105SW2_1050_0930,6516,N42105,SW2_1050_0930,"42105",6,28,8,0,1,45857.818,45858.484
1129,N42105SU1_0820_0740,6516,N42105,SU1_0820_0740,"42105",6,28,8,0,1,29130.098,29130.098
1130,N42105SW3_1270_1370,6516,N42105,SW3_1270_1370,"42105",6,28,8,0,1,1784.924,1784.924
1131,N42107SU2_1550_1620,6588,N42107,SU2_1550_1620,"42107",6,40,7,0,1,48511.441,48511.441
1132,N42107SU1_1480_1500,6588,N42107,SU1_1480_1500,"42107",6,40,7,0,1,912.757,912.796
1133,N42107SL2_1670_1880,6588,N42107,SL2_1670_1880,"42107",6,40,7,0,1,44665.168,44665.168
1134,N42107SL2_1810_2030,6588,N42107,SL2_1810_2030,"42107",6,40,7,0,1,63548.141,63548.141
1135,N42107SL2_1850_1990,6588,N42107,SL2_1850_1990,"42107",6,40,7,0,1,74208.574,74208.594
1136,N42107SL3_1960_2080,6588,N42107,SL3_1960_2080,"42107",6,40,7,0,1,9129.880,9129.880
1137,N42107SL2_1990_2070,6588,N42107,SL2_1990_2070,"42107",6,40,7,0,1,15417.990,15417.990
1138,N42107ZZ0_9999_9999,6588,N42107,ZZ0_9999_9999,"42107",6,40,,1,0,244605.905,244607.422
1139,N42109SL3_1840_1880,6463,N42109,SL3_1840_1880,"42109",6,41,7,0,1,1457.550,1457.732
1140,N42109SL8_1880_2030,6463,N42109,SL8_1880_2030,"42109",6,41,7,0,1,50254.406,50254.406
1141,N42109SL8_1760_1780,6463,N42109,SL8_1760_1780,"42109",6,41,7,0,1,5225.138,5225.189
1142,N42109SL8_1780_1880,6463,N42109,SL8_1780_1880,"42109",6,41,10,0,1,458.930,458.930
1143,N42109SL1_1790_1840,6463,N42109,SL1_1790_1840,"42109",6,41,7,0,1,109215.329,109216.055
1144,N42109SL3_1740_1840,6463,N42109,SL3_1740_1840,"42109",6,41,7,0,1,34474.734,34474.898
1145,N42109SL3_1710_1740,6463,N42109,SL3_1710_1740,"42109",6,41,7,0,1,2211.344,2211.382
1146,N42109SJ6_1970_2130,6463,N42109,SJ6_1970_2130,"42109",6,41,7,0,1,2577.865,2577.865
1147,N42109SJ6_1930_1970,6463,N42109,SJ6_1930_1970,"42109",6,41,7,0,1,4023.438,4023.438
1148,N42109SJ2_1900_1930,6463,N42109,SJ2_1900_1930,"42109",6,41,7,0,1,2273.673,2273.673
1149,N42111SJ2_2900_2740,6591,N42111,SJ2_2900_2740,"42111",6,29,7,0,1,17590.420,17591.082
1150,N42111ZZ0_9999_9999,6591,N42111,ZZ0_9999_9999,"42111",6,29,,1,0,594837.188,594837.188
1151,N42111GY0_3800_3801,6591,N42111,GY0_3800_3801,"42111",6,29,8,1,0,2355.039,2355.288
1152,N42111PU2_3140_3680,6591,N42111,PU2_3140_3680,"42111",6,29,8,0,1,71307.141,71307.141
1153,N42111PU3_3680_3890,6591,N42111,PU3_3680_3890,"42111",6,29,8,0,1,5705.488,5705.499
1154,N42113SW3_1060_1260,6568,N42113,SW3_1060_1260,"42113",6,30,8,0,1,48136.242,48136.242
1155,L42113SW3_1060_1260,6501,L42113,SW3_1060_1260,"42113",6,30,8,0,1,23528.556,23528.707
1156,N42113SW2_1070_1060,6568,N42113,SW2_1070_1060,"42113",6,30,8,0,1,66101.496,66101.555
1157,H42113SW2_1070_1060,6634,H42113,SW2_1070_1060,"42113",6,30,8,0,1,15907.995,15908.963
1158,N42113SW3_1040_1220,6568,N42113,SW3_1040_1220,"42113",6,30,8,0,1,2364.777,2364.804
1159,N42113SW2_1030_1060,6568,N42113,SW2_1030_1060,"42113",6,30,8,0,1,41216.907,41217.219
1160,N42113SW1_1180_1190,6568,N42113,SW1_1180_1190,"42113",6,30,7,0,1,8800.169,8800.169
1161,H42113SW1_1180_1190,6634,H42113,SW1_1180_1190,"42113",6,30,8,0,1,6213.838,6213.838
1162,N42113SW2_1190_1410,6568,N42113,SW2_1190_1410,"42113",6,30,7,0,1,27628.533,27628.533
1163,H42113SW2_1190_1410,6634,H42113,SW2_1190_1410,"42113",6,30,8,0,1,305.918,305.918
1164,N42113SU3_0870_0730,6568,N42113,SU3_0870_0730,"42113",6,30,8,0,1,616.280,616.289
1165,N42113SU1_0940_0900,6568,N42113,SU1_0940_0900,"42113",6,30,8,0,1,2785.429,2785.429
1166,N42113SU3_1280_1590,6568,N42113,SU3_1280_1590,"42113",6,30,8,0,1,390.122,390.122
1167,H42113SU2_1200_1310,6634,H42113,SU2_1200_1310,"42113",6,30,8,0,1,1472.232,1472.232
1168,N42113SU2_1210_1310,6568,N42113,SU2_1210_1310,"42113",6,30,8,0,1,3555.772,3556.437
1169,H42113SU2_1210_1310,6634,H42113,SU2_1210_1310,"42113",6,30,8,0,1,27987.654,27987.654
1170,N42113SU2_0990_0950,6568,N42113,SU2_0990_0950,"42113",6,30,8,0,1,9169.087,9169.087
1171,H42113SU2_0990_0950,6634,H42113,SU2_0990_0950,"42113",6,30,8,0,1,3413.321,3413.427
1172,N42115SU7_0860_0960,6625,N42115,SU7_0860_0960,"42115",6,31,8,0,1,12387.817,12387.817
1173,N42115SU3_0810_0970,6625,N42115,SU3_0810_0970,"42115",6,31,8,0,1,179.506,179.506
1174,H42115SU3_0810_0970,6584,H42115,SU3_0810_0970,"42115",6,31,8,0,1,3621.484,3621.484
1175,N42115SU2_0780_0710,6625,N42115,SU2_0780_0710,"42115",6,31,8,0,1,30061.474,30061.520
1176,H42115SU2_0780_0710,6584,H42115,SU2_0780_0710,"42115",6,31,8,0,1,7553.834,7554.071
1177,N42115SU3_0710_0910,6625,N42115,SU3_0710_0910,"42115",6,31,8,0,1,51260.918,51260.918
1178,N42115SU2_0700_0860,6625,N42115,SU2_0700_0860,"42115",6,31,8,0,1,91296.784,91297.047
1179,N42115SU2_0760_0960,6625,N42115,SU2_0760_0960,"42115",6,31,8,0,1,61927.464,61927.793
1180,N42115SU1_0660_0710,6625,N42115,SU1_0660_0710,"42115",6,31,8,0,1,65640.879,65641.852
1181,H42115SU1_0660_0710,6584,H42115,SU1_0660_0710,"42115",6,31,8,0,1,3582.811,3582.811
1182,N42115SU2_0670_0810,6625,N42115,SU2_0670_0810,"42115",6,31,8,0,1,1036.162,1036.370
1183,H42115SU2_0670_0810,6584,H42115,SU2_0670_0810,"42115",6,31,8,0,1,16520.140,16520.318
1184,N42115SU6_0480_0520,6625,N42115,SU6_0480_0520,"42115",6,31,8,0,1,152348.766,152348.766
1185,H42115SU6_0480_0520,6584,H42115,SU6_0480_0520,"42115",6,31,8,0,1,4336.155,4336.176
1186,N42115SU7_0550_0540,6625,N42115,SU7_0550_0540,"42115",6,31,8,0,1,10408.469,10408.755
1187,N42115SU6_0500_0550,6625,N42115,SU6_0500_0550,"42115",6,31,8,0,1,19524.639,19524.639
1188,N42115SU7_0540_0720,6625,N42115,SU7_0540_0720,"42115",6,31,8,0,1,881.268,881.268
1189,N42117SU2_0680_0610,6452,N42117,SU2_0680_0610,"42117",6,32,8,0,1,21531.605,21531.605
1190,N42117SU3_0770_0690,6452,N42117,SU3_0770_0690,"42117",6,32,8,0,1,8996.724,8996.856
1191,N42117SU2_0741_0690,6452,N42117,SU2_0741_0690,"42117",6,32,8,0,1,10046.234,10046.562
1192,N42117SU2_0740_0741,6452,N42117,SU2_0740_0741,"42117",6,32,8,0,1,74982.031,74982.031
1193,N42117SU3_0790_0770,6452,N42117,SU3_0790_0770,"42117",6,32,8,0,1,27085.723,27086.357
1194,N42117SU1_0820_0740,6452,N42117,SU1_0820_0740,"42117",6,32,8,0,1,23871.965,23872.496
1195,N42117SU2_0830_0831,6452,N42117,SU2_0830_0831,"42117",6,32,8,0,1,27985.577,27986.346
1196,N42117SU3_0831_0790,6452,N42117,SU3_0831_0790,"42117",6,32,8,0,1,56048.270,56048.270
1197,N42117SU1_0840_0831,6452,N42117,SU1_0840_0831,"42117",6,32,8,0,1,68765.641,68766.305
1198,N42117SU2_0800_0850,6452,N42117,SU2_0800_0850,"42117",6,32,8,0,1,223.819,223.819
1199,N42117SU2_0890_0900,6452,N42117,SU2_0890_0900,"42117",6,32,8,0,1,5688.040,5688.247
1200,N42117SU2_0920_0830,6452,N42117,SU2_0920_0830,"42117",6,32,8,0,1,90206.734,90206.734
1201,H42117SW4_1150_1350,6471,H42117,SW4_1150_1350,"42117",6,32,8,0,1,12117.840,12117.916
1202,N42117SW3_1040_1220,6452,N42117,SW3_1040_1220,"42117",6,32,8,0,1,29936.153,29936.799
1203,N42117SW3_1080_1350,6452,N42117,SW3_1080_1350,"42117",6,32,8,0,1,25875.990,25876.424
1204,H42117SW2_1100_1130,6471,H42117,SW2_1100_1130,"42117",6,32,8,0,1,8108.756,8108.756
1205,N42117SW4_1110_1150,6452,N42117,SW4_1110_1150,"42117",6,32,8,0,1,8982.890,8983.662
1206,H42117SW4_1110_1150,6471,H42117,SW4_1110_1150,"42117",6,32,8,0,1,16203.956,16203.956
1207,N42117SW2_1000_1110,6452,N42117,SW2_1000_1110,"42117",6,32,8,0,1,82124.820,82124.820
1208,N42117SW3_0930_1110,6452,N42117,SW3_0930_1110,"42117",6,32,8,0,1,122673.070,122673.070
1209,H42117SW3_0930_1110,6471,H42117,SW3_0930_1110,"42117",6,32,8,0,1,6197.002,6197.428
1210,N42119SW7_1460_1640,6528,N42119,SW7_1460_1640,"42119",6,42,7,0,1,9205.738,9205.738
1211,N42119SW7_1410_1460,6528,N42119,SW7_1410_1460,"42119",6,42,7,0,1,10263.040,10263.040
1212,H42119SW7_1410_1460,6642,H42119,SW7_1410_1460,"42119",6,42,7,0,1,781.198,781.236
1213,N42119SW7_1680_1760,6528,N42119,SW7_1680_1760,"42119",6,42,7,0,1,4810.204,4810.204
1214,N42119SW7_1640_1680,6528,N42119,SW7_1640_1680,"42119",6,42,10,0,1,14266.704,14266.996
1215,H42119SW3_1580_1440,6642,H42119,SW3_1580_1440,"42119",6,42,7,0,1,512.051,512.074
1216,N42119SW1_1560_1460,6528,N42119,SW1_1560_1460,"42119",6,42,7,0,1,14092.000,14092.296
1217,H42119SW1_1560_1460,6642,H42119,SW1_1560_1460,"42119",6,42,7,0,1,7878.800,7878.866
1218,N42119SW1_1570_1640,6528,N42119,SW1_1570_1640,"42119",6,42,7,0,1,67314.180,67314.180
1219,H42119SW1_1570_1640,6642,H42119,SW1_1570_1640,"42119",6,42,7,0,1,15105.835,15106.129
1220,N42119SL3_1710_1740,6528,N42119,SL3_1710_1740,"42119",6,42,7,0,1,45658.211,45658.211
1221,H42119SL3_1710_1740,6642,H42119,SL3_1710_1740,"42119",6,42,7,0,1,1766.159,1766.231
1222,N42119SL3_1740_1840,6528,N42119,SL3_1740_1840,"42119",6,42,7,0,1,10984.292,10984.292
1223,N42119SL1_1790_1840,6528,N42119,SL1_1790_1840,"42119",6,42,7,0,1,532.166,532.437
1224,N42119SL8_1760_1780,6528,N42119,SL8_1760_1780,"42119",6,42,7,0,1,205.329,205.329
1225,N42127SU3_0810_0970,6512,N42127,SU3_0810_0970,"42127",6,33,8,0,1,9278.480,9278.567
1226,N42127SU2_0670_0810,6512,N42127,SU2_0670_0810,"42127",6,33,8,0,1,6718.098,6718.098
1227,N42127SU6_0480_0520,6512,N42127,SU6_0480_0520,"42127",6,33,8,0,1,20777.844,20777.893
1228,N42127SU3_0970_1120,6512,N42127,SU3_0970_1120,"42127",6,33,8,0,1,1485.691,1485.691
1229,N42127ZZ0_9999_9999,6512,N42127,ZZ0_9999_9999,"42127",6,33,,1,0,442131.368,442132.750
1230,N42131SU2_0760_0960,6478,N42131,SU2_0760_0960,"42131",6,34,8,0,1,11707.971,11708.438
1231,N42131SU3_0710_0910,6478,N42131,SU3_0710_0910,"42131",6,34,8,0,1,34583.452,34583.598
1232,N42131SU3_0910_1010,6478,N42131,SU3_0910_1010,"42131",6,34,8,0,1,13610.497,13610.652
1233,N42131SU7_0950_1010,6478,N42131,SU7_0950_1010,"42131",6,34,8,0,1,15224.474,15224.474
1234,N42131SU7_0960_0950,6478,N42131,SU7_0960_0950,"42131",6,34,8,0,1,9436.408,9436.914
1235,N42131SU7_0860_0960,6478,N42131,SU7_0860_0960,"42131",6,34,8,0,1,18400.188,18400.188
1236,N42131SU2_0990_0950,6478,N42131,SU2_0990_0950,"42131",6,34,8,0,1,38111.858,38111.949
1237,H42131SU2_0990_0950,6617,H42131,SU2_0990_0950,"42131",6,34,8,0,1,19939.715,19939.715
1238,N42131SU7_1010_0980,6478,N42131,SU7_1010_0980,"42131",6,34,8,0,1,666.715,666.774
1239,N42131SU7_0980_1120,6478,N42131,SU7_0980_1120,"42131",6,34,8,0,1,38134.962,38135.207
1240,N42131SU2_1020_0980,6478,N42131,SU2_1020_0980,"42131",6,34,8,0,1,39897.445,39897.445
1241,H42131SU2_1020_0980,6617,H42131,SU2_1020_0980,"42131",6,34,8,0,1,16905.006,16905.006
1242,N42131SW2_1070_1060,6478,N42131,SW2_1070_1060,"42131",6,34,8,0,1,2276.413,2276.478
1243,H42131SW2_1070_1060,6617,H42131,SW2_1070_1060,"42131",6,34,8,0,1,329.174,329.174
1244,N42133WU2_3020_3320,6611,N42133,WU2_3020_3320,"42133",6,45,6,0,0,2655.596,2655.596
1245,N42133WU0_3021_3020,6611,N42133,WU0_3021_3020,"42133",6,45,6,0,0,4500.298,4500.298
1246,N42133SL9_2380_2310,6611,N42133,SL9_2380_2310,"42133",6,45,4,0,1,3780.364,3780.974
1247,N42133SL9_2430_2490,6611,N42133,SL9_2430_2490,"42133",6,45,4,0,1,5293.685,5293.770
1248,N42133SL3_2440_2380,6611,N42133,SL3_2440_2380,"42133",6,45,4,0,1,2622.255,2622.265
1249,N42133SL3_2400_2440,6611,N42133,SL3_2400_2440,"42133",6,45,4,0,1,24532.225,24532.225
1250,N42133SL9_2310_2430,6611,N42133,SL9_2310_2430,"42133",6,45,4,0,1,14062.790,14062.790
1251,N42133SL3_2550_2490,6611,N42133,SL3_2550_2490,"42133",6,45,6,0,1,36184.887,36184.887
1252,N42133SL9_2520_2700,6611,N42133,SL9_2520_2700,"42133",6,45,6,0,1,52049.384,52050.203
1253,N42133SL9_2490_2520,6611,N42133,SL9_2490_2520,"42133",6,45,6,0,1,3332.772,3332.772
1254,N42133SL3_2460_2430,6611,N42133,SL3_2460_2430,"42133",6,45,4,0,1,157049.375,157049.375
1255,N42133SL9_2720_0001,6611,N42133,SL9_2720_0001,"42133",6,45,6,0,1,9760.684,9760.889
1256,N42133SL9_2700_2720,6611,N42133,SL9_2700_2720,"42133",6,45,6,0,1,21509.768,21510.059
1257,N42133SL2_2750_2720,6611,N42133,SL2_2750_2720,"42133",6,45,6,0,1,87595.039,87595.039
1258,N42133SL1_2760_2730,6611,N42133,SL1_2760_2730,"42133",6,45,6,0,1,13390.809,13391.387
1259,N42133SL1_2770_2730,6611,N42133,SL1_2770_2730,"42133",6,45,6,0,1,74763.114,74763.750
1260,N42133SL1_2830_2760,6611,N42133,SL1_2830_2760,"42133",6,45,6,0,1,31990.459,31990.652
1261,N42133SL0_2721_2720,6611,N42133,SL0_2721_2720,"42133",6,45,6,0,1,379.393,379.393
1262,N42133SL3_2730_2550,6611,N42133,SL3_2730_2550,"42133",6,45,5,0,1,6129.621,6129.621
1263,N42133SL0_2831_2830,6611,N42133,SL0_2831_2830,"42133",6,45,6,0,1,15085.781,15085.781
1264,N42133SL2_2910_3060,6611,N42133,SL2_2910_3060,"42133",6,45,6,0,0,16190.364,16190.696
1265,N51001EL0_5973_0000,6533,N51001,EL0_5973_0000,"51001",7,46,12,0,0,6940.357,8933.636
1266,N51001EL0_6191_0000,6533,N51001,EL0_6191_0000,"51001",7,46,3,0,0,7022.800,10404.187
1267,N51001EL0_5896_0000,6533,N51001,EL0_5896_0000,"51001",7,46,12,0,0,540.905,1203.260
1268,N51001EL0_6190_0000,6533,N51001,EL0_6190_0000,"51001",7,46,12,0,0,25244.826,49233.488
1269,N51001EL0_5895_0000,6533,N51001,EL0_5895_0000,"51001",7,46,12,0,0,226.483,943.999
1270,N51001DE0_5650_0000,6533,N51001,DE0_5650_0000,"51001",7,46,3,1,0,33003.536,47838.016
1271,N51001DE0_6210_0000,6533,N51001,DE0_6210_0000,"51001",7,46,3,1,0,8095.872,10101.143
1272,N51001DE0_6310_0000,6533,N51001,DE0_6310_0000,"51001",7,46,3,1,0,50785.542,64636.930
1273,N51001DE0_6630_0000,6533,N51001,DE0_6630_0000,"51001",7,46,3,1,0,36877.900,57215.582
1274,N51001EL3_5972_0000,6533,N51001,EL3_5972_0000,"51001",7,46,12,0,0,15185.309,19165.447
1275,N51001EL0_6480_0000,6533,N51001,EL0_6480_0000,"51001",7,46,12,0,0,9965.230,16143.509
1276,N51001EL0_6550_0000,6533,N51001,EL0_6550_0000,"51001",7,46,3,0,0,12465.580,14892.734
1277,N51001EL0_6610_0000,6533,N51001,EL0_6610_0000,"51001",7,46,2,0,0,17731.589,23612.592
1278,N51003JL2_6240_6520,6597,N51003,JL2_6240_6520,"51003",7,76,6,0,1,48244.003,48244.129
